folder,file,original_count,retained_count,reduction_rate,mean_sim_original,mean_sim_filtered,similarity_drop
82230e,E_second.txt,2,2,0.0,0.2755398750305176,0.2755398750305176,0.0
82230e,N_second.txt,3,3,0.0,0.4505699574947357,0.4505699574947357,0.0
82230e,C_second.txt,4,4,0.0,0.5378428101539612,0.5378428101539612,0.0
138966n,E_second.txt,0,0,0.0,,,
138966n,N_second.txt,2,2,0.0,0.18185150623321533,0.18185150623321533,0.0
138966n,C_second.txt,2,2,0.0,0.4516298770904541,0.4516298770904541,0.0
40486n,E_second.txt,3,3,0.0,0.6142805814743042,0.6142805814743042,0.0
40486n,N_second.txt,4,4,0.0,0.42957261204719543,0.42957261204719543,0.0
40486n,C_second.txt,0,0,0.0,,,
21810n,E_second.txt,2,2,0.0,0.4275391101837158,0.4275391101837158,0.0
21810n,N_second.txt,2,2,0.0,0.5649905204772949,0.5649905204772949,0.0
21810n,C_second.txt,2,2,0.0,0.6697313785552979,0.6697313785552979,0.0
77875e,E_second.txt,1,1,0.0,,,
77875e,N_second.txt,3,3,0.0,0.4464672803878784,0.4464672803878784,0.0
77875e,C_second.txt,0,0,0.0,,,
104412e,E_second.txt,2,2,0.0,0.7029432058334351,0.7029432058334351,0.0
104412e,N_second.txt,2,2,0.0,0.7030016183853149,0.7030016183853149,0.0
104412e,C_second.txt,0,0,0.0,,,
23751e,E_second.txt,2,2,0.0,0.3573930263519287,0.3573930263519287,0.0
23751e,N_second.txt,3,3,0.0,0.45984384417533875,0.45984384417533875,0.0
23751e,C_second.txt,0,0,0.0,,,
42388e,E_second.txt,2,2,0.0,0.6335837841033936,0.6335837841033936,0.0
42388e,N_second.txt,3,3,0.0,0.4981498718261719,0.4981498718261719,0.0
42388e,C_second.txt,2,2,0.0,0.8617422580718994,0.8617422580718994,0.0
113668n,E_second.txt,2,2,0.0,0.8274580240249634,0.8274580240249634,0.0
113668n,N_second.txt,3,3,0.0,0.6402592062950134,0.6402592062950134,0.0
113668n,C_second.txt,2,2,0.0,0.7212815284729004,0.7212815284729004,0.0
88605e,E_second.txt,2,2,0.0,0.4824490547180176,0.4824490547180176,0.0
88605e,N_second.txt,2,2,0.0,0.8964824676513672,0.8964824676513672,0.0
88605e,C_second.txt,2,2,0.0,0.7663850784301758,0.7663850784301758,0.0
80630e,E_second.txt,2,2,0.0,0.8764791488647461,0.8764791488647461,0.0
80630e,N_second.txt,3,3,0.0,0.7683942317962646,0.7683942317962646,0.0
80630e,C_second.txt,4,4,0.0,0.6015914082527161,0.6015914082527161,0.0
125700e,E_second.txt,0,0,0.0,,,
125700e,N_second.txt,2,2,0.0,0.6034959554672241,0.6034959554672241,0.0
125700e,C_second.txt,3,3,0.0,0.5697484016418457,0.5697484016418457,0.0
70047c,E_second.txt,2,2,0.0,0.7866714000701904,0.7866714000701904,0.0
70047c,N_second.txt,2,2,0.0,0.41714298725128174,0.41714298725128174,0.0
70047c,C_second.txt,3,3,0.0,0.5634269714355469,0.5634269714355469,0.0
140005c,E_second.txt,0,0,0.0,,,
140005c,N_second.txt,2,2,0.0,0.7281231880187988,0.7281231880187988,0.0
140005c,C_second.txt,2,2,0.0,0.6980259418487549,0.6980259418487549,0.0
71251n,E_second.txt,3,3,0.0,0.3453795909881592,0.3453795909881592,0.0
71251n,N_second.txt,2,2,0.0,0.7915451526641846,0.7915451526641846,0.0
71251n,C_second.txt,2,2,0.0,0.7242156267166138,0.7242156267166138,0.0
109876n,E_second.txt,3,3,0.0,0.7545555233955383,0.7545555233955383,0.0
109876n,N_second.txt,2,2,0.0,0.6014577150344849,0.6014577150344849,0.0
109876n,C_second.txt,3,3,0.0,0.5574874877929688,0.5574874877929688,0.0
83722e,E_second.txt,2,2,0.0,0.7472370862960815,0.7472370862960815,0.0
83722e,N_second.txt,2,2,0.0,0.8347988128662109,0.8347988128662109,0.0
83722e,C_second.txt,2,2,0.0,0.48455625772476196,0.48455625772476196,0.0
20181n,E_second.txt,0,0,0.0,,,
20181n,N_second.txt,3,3,0.0,0.40344753861427307,0.40344753861427307,0.0
20181n,C_second.txt,2,2,0.0,0.6560811996459961,0.6560811996459961,0.0
23280n,E_second.txt,2,2,0.0,0.7892950773239136,0.7892950773239136,0.0
23280n,N_second.txt,3,3,0.0,0.7421837449073792,0.7421837449073792,0.0
23280n,C_second.txt,2,2,0.0,0.789365291595459,0.789365291595459,0.0
140782c,E_second.txt,0,0,0.0,,,
140782c,N_second.txt,2,2,0.0,0.4528464078903198,0.4528464078903198,0.0
140782c,C_second.txt,3,3,0.0,0.3401387631893158,0.3401387631893158,0.0
88646c,E_second.txt,0,0,0.0,,,
88646c,N_second.txt,2,2,0.0,0.6228886842727661,0.6228886842727661,0.0
88646c,C_second.txt,3,3,0.0,0.4019381105899811,0.4019381105899811,0.0
24385e,E_second.txt,2,2,0.0,0.6144258975982666,0.6144258975982666,0.0
24385e,N_second.txt,4,4,0.0,0.5749899744987488,0.5749899744987488,0.0
24385e,C_second.txt,2,2,0.0,0.8091292381286621,0.8091292381286621,0.0
22587e,E_second.txt,2,2,0.0,0.8199430704116821,0.8199430704116821,0.0
22587e,N_second.txt,2,1,0.5,0.9173771142959595,0.0,0.9173771142959595
22587e,C_second.txt,3,3,0.0,0.7861636281013489,0.7861636281013489,0.0
42860n,E_second.txt,1,1,0.0,,,
42860n,N_second.txt,3,3,0.0,0.44810059666633606,0.44810059666633606,0.0
42860n,C_second.txt,2,2,0.0,0.5574421882629395,0.5574421882629395,0.0
122645n,E_second.txt,0,0,0.0,,,
122645n,N_second.txt,2,2,0.0,0.7738618850708008,0.7738618850708008,0.0
122645n,C_second.txt,3,3,0.0,0.27402403950691223,0.27402403950691223,0.0
52854n,E_second.txt,3,3,0.0,0.4291270673274994,0.4291270673274994,0.0
52854n,N_second.txt,2,2,0.0,0.5107355117797852,0.5107355117797852,0.0
52854n,C_second.txt,2,2,0.0,0.7466007471084595,0.7466007471084595,0.0
18428n,E_second.txt,1,1,0.0,,,
18428n,N_second.txt,3,3,0.0,0.7951180934906006,0.7951180934906006,0.0
18428n,C_second.txt,3,3,0.0,0.7170513272285461,0.7170513272285461,0.0
43440n,E_second.txt,2,2,0.0,0.6854326725006104,0.6854326725006104,0.0
43440n,N_second.txt,3,3,0.0,0.6698858141899109,0.6698858141899109,0.0
43440n,C_second.txt,2,2,0.0,0.5586578845977783,0.5586578845977783,0.0
98844n,E_second.txt,2,2,0.0,0.7538899183273315,0.7538899183273315,0.0
98844n,N_second.txt,3,3,0.0,0.7302915453910828,0.7302915453910828,0.0
98844n,C_second.txt,2,2,0.0,0.6612486839294434,0.6612486839294434,0.0
31113e,E_second.txt,2,2,0.0,0.8234820365905762,0.8234820365905762,0.0
31113e,N_second.txt,2,2,0.0,0.6599550247192383,0.6599550247192383,0.0
