folder,file,original_count,retained_count,reduction_rate,mean_sim_original,mean_sim_filtered,similarity_drop
40710n,E_second.txt,5,5,0.0,0.6421729326248169,0.6421729326248169,0.0
40710n,N_second.txt,6,6,0.0,0.5234094262123108,0.5234094262123108,0.0
40710n,C_second.txt,7,7,0.0,0.5637515187263489,0.5637515187263489,0.0
114971e,E_second.txt,3,3,0.0,0.41121235489845276,0.41121235489845276,0.0
114971e,N_second.txt,5,4,0.19999999999999996,0.7699085474014282,0.7451693415641785,0.024739205837249756
114971e,C_second.txt,4,4,0.0,0.381515234708786,0.381515234708786,0.0
80517e,E_second.txt,6,6,0.0,0.42359811067581177,0.42359811067581177,0.0
80517e,N_second.txt,4,4,0.0,0.6143853068351746,0.6143853068351746,0.0
80517e,C_second.txt,4,4,0.0,0.5782138109207153,0.5782138109207153,0.0
30139n,E_second.txt,5,5,0.0,0.5310554504394531,0.5310554504394531,0.0
30139n,N_second.txt,5,5,0.0,0.6303013563156128,0.6303013563156128,0.0
30139n,C_second.txt,8,8,0.0,0.6047186255455017,0.6047186255455017,0.0
54327n,E_second.txt,5,5,0.0,0.613620400428772,0.613620400428772,0.0
54327n,N_second.txt,5,5,0.0,0.604619026184082,0.604619026184082,0.0
54327n,C_second.txt,6,6,0.0,0.5249297022819519,0.5249297022819519,0.0
120070n,E_second.txt,3,3,0.0,0.5855655670166016,0.5855655670166016,0.0
120070n,N_second.txt,6,6,0.0,0.424643874168396,0.424643874168396,0.0
120070n,C_second.txt,5,5,0.0,0.6340134739875793,0.6340134739875793,0.0
63013n,E_second.txt,3,3,0.0,0.6119899153709412,0.6119899153709412,0.0
63013n,N_second.txt,6,6,0.0,0.5365056395530701,0.5365056395530701,0.0
63013n,C_second.txt,8,8,0.0,0.5307537317276001,0.5307537317276001,0.0
144753n,E_second.txt,5,5,0.0,0.6371704936027527,0.6371704936027527,0.0
144753n,N_second.txt,5,5,0.0,0.48591184616088867,0.48591184616088867,0.0
144753n,C_second.txt,5,5,0.0,0.44625720381736755,0.44625720381736755,0.0
101253c,E_second.txt,5,3,0.4,0.8917137384414673,0.8752430081367493,0.016470730304718018
101253c,N_second.txt,7,5,0.2857142857142857,0.6573510766029358,0.5754498243331909,0.08190125226974487
101253c,C_second.txt,3,3,0.0,0.6486353278160095,0.6486353278160095,0.0
917c,E_second.txt,5,5,0.0,0.6913101077079773,0.6913101077079773,0.0
917c,N_second.txt,7,7,0.0,0.5669035315513611,0.5669035315513611,0.0
917c,C_second.txt,13,13,0.0,0.6437547206878662,0.6437547206878662,0.0
132516n,E_second.txt,4,4,0.0,0.8067646026611328,0.8067646026611328,0.0
132516n,N_second.txt,5,5,0.0,0.5408273935317993,0.5408273935317993,0.0
132516n,C_second.txt,4,4,0.0,0.5577568411827087,0.5577568411827087,0.0
79106e,E_second.txt,5,3,0.4,0.8183795809745789,0.7909629940986633,0.027416586875915527
79106e,N_second.txt,7,7,0.0,0.5426642894744873,0.5426642894744873,0.0
79106e,C_second.txt,5,5,0.0,0.5435981154441833,0.5435981154441833,0.0
38477c,E_second.txt,3,3,0.0,0.7790465950965881,0.7790465950965881,0.0
38477c,N_second.txt,5,4,0.19999999999999996,0.7884806394577026,0.7750361561775208,0.013444483280181885
38477c,C_second.txt,5,4,0.19999999999999996,0.7134777307510376,0.6600725054740906,0.05340522527694702
53074n,E_second.txt,4,2,0.5,0.7192535996437073,0.5444648265838623,0.17478877305984497
53074n,N_second.txt,9,9,0.0,0.469849169254303,0.469849169254303,0.0
53074n,C_second.txt,5,5,0.0,0.42306455969810486,0.42306455969810486,0.0
76947n,E_second.txt,5,5,0.0,0.6922554969787598,0.6922554969787598,0.0
76947n,N_second.txt,9,9,0.0,0.5726075172424316,0.5726075172424316,0.0
76947n,C_second.txt,5,5,0.0,0.5732725262641907,0.5732725262641907,0.0
82230e,E_second.txt,6,6,0.0,0.5796305537223816,0.5796305537223816,0.0
82230e,N_second.txt,5,5,0.0,0.43454408645629883,0.43454408645629883,0.0
82230e,C_second.txt,3,3,0.0,0.6657929420471191,0.6657929420471191,0.0
138966n,E_second.txt,4,3,0.25,0.7178519368171692,0.6487552523612976,0.06909668445587158
138966n,N_second.txt,3,3,0.0,0.7746939659118652,0.7746939659118652,0.0
138966n,C_second.txt,5,5,0.0,0.668292224407196,0.668292224407196,0.0
40486n,E_second.txt,6,6,0.0,0.6945489048957825,0.6945489048957825,0.0
40486n,N_second.txt,8,8,0.0,0.65654057264328,0.65654057264328,0.0
40486n,C_second.txt,3,3,0.0,0.6950117945671082,0.6950117945671082,0.0
21810n,E_second.txt,3,3,0.0,0.7113011479377747,0.7113011479377747,0.0
21810n,N_second.txt,6,6,0.0,0.4626951813697815,0.4626951813697815,0.0
21810n,C_second.txt,6,6,0.0,0.5922402143478394,0.5922402143478394,0.0
77875e,E_second.txt,5,5,0.0,0.48169198632240295,0.48169198632240295,0.0
77875e,N_second.txt,7,7,0.0,0.6804261207580566,0.6804261207580566,0.0
77875e,C_second.txt,7,7,0.0,0.6431851983070374,0.6431851983070374,0.0
104412e,E_second.txt,6,6,0.0,0.5341397523880005,0.5341397523880005,0.0
104412e,N_second.txt,8,7,0.125,0.4610864818096161,0.4347975552082062,0.026288926601409912
104412e,C_second.txt,5,4,0.19999999999999996,0.7166497707366943,0.6538112163543701,0.06283855438232422
23751e,E_second.txt,6,4,0.33333333333333337,0.8102827668190002,0.7907085418701172,0.019574224948883057
23751e,N_second.txt,2,2,0.0,0.671248197555542,0.671248197555542,0.0
23751e,C_second.txt,6,6,0.0,0.4578290283679962,0.4578290283679962,0.0
42388e,E_second.txt,6,6,0.0,0.5231529474258423,0.5231529474258423,0.0
42388e,N_second.txt,8,8,0.0,0.5211896896362305,0.5211896896362305,0.0
42388e,C_second.txt,6,3,0.5,0.8835515379905701,0.8198656439781189,0.06368589401245117
113668n,E_second.txt,7,7,0.0,0.6715774536132812,0.6715774536132812,0.0
113668n,N_second.txt,8,6,0.25,0.624049723148346,0.572123646736145,0.05192607641220093
113668n,C_second.txt,5,5,0.0,0.6612022519111633,0.6612022519111633,0.0
88605e,E_second.txt,6,6,0.0,0.6784627437591553,0.6784627437591553,0.0
88605e,N_second.txt,4,4,0.0,0.5232768058776855,0.5232768058776855,0.0
88605e,C_second.txt,3,3,0.0,0.516440212726593,0.516440212726593,0.0
80630e,E_second.txt,5,5,0.0,0.39554721117019653,0.39554721117019653,0.0
80630e,N_second.txt,7,4,0.4285714285714286,0.5558320879936218,0.40559014678001404,0.1502419412136078
80630e,C_second.txt,6,6,0.0,0.4072566330432892,0.4072566330432892,0.0
125700e,E_second.txt,3,3,0.0,0.3333272635936737,0.3333272635936737,0.0
125700e,N_second.txt,5,5,0.0,0.5795642137527466,0.5795642137527466,0.0
125700e,C_second.txt,4,4,0.0,0.7571781277656555,0.7571781277656555,0.0
70047c,E_second.txt,3,3,0.0,0.6862017512321472,0.6862017512321472,0.0
70047c,N_second.txt,2,2,0.0,0.8600594997406006,0.8600594997406006,0.0
70047c,C_second.txt,6,6,0.0,0.6238511204719543,0.6238511204719543,0.0
140005c,E_second.txt,3,3,0.0,0.5226905345916748,0.5226905345916748,0.0
140005c,N_second.txt,4,3,0.25,0.7870359420776367,0.7663326263427734,0.02070331573486328
140005c,C_second.txt,3,3,0.0,0.6610932350158691,0.6610932350158691,0.0
71251n,E_second.txt,4,2,0.5,0.7581469416618347,0.5345456600189209,0.22360128164291382
71251n,N_second.txt,4,4,0.0,0.6033149361610413,0.6033149361610413,0.0
71251n,C_second.txt,4,4,0.0,0.6427355408668518,0.6427355408668518,0.0
109876n,E_second.txt,7,4,0.4285714285714286,0.7333773374557495,0.5875892043113708,0.14578813314437866
109876n,N_second.txt,5,4,0.19999999999999996,0.6147658824920654,0.5746790766716003,0.04008680582046509
109876n,C_second.txt,4,4,0.0,0.7578909397125244,0.7578909397125244,0.0
83722e,E_second.txt,4,4,0.0,0.5697299838066101,0.5697299838066101,0.0
83722e,N_second.txt,2,2,0.0,0.8352019786834717,0.8352019786834717,0.0
